,,,Petrol,,Adv Petrol,,,Diesel,,,Adv Diesel,,,CNG ,,,Hybrid ,,,Electric,,,Bikes,,Electric Bikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entity,Year,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Mid,Lux,Econ,Lux,Adv Econ,Adv Lux ,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2015,0.213,0.2198,0.2965,0.0159,0.0162,0.0217,0.0094,0.0942,0.0353,0.0007,0.0067,0.0026,0.0066,0.0039,0.0004,0.0005,0.0069,0.0028,0,0.0003,0.0001,0.035,0.0085,0.0026,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rest of Africa,2015,0.213,0.2198,0.2965,0.0159,0.0162,0.0217,0.0094,0.0942,0.0353,0.0007,0.0067,0.0026,0.0066,0.0039,0.0004,0.0005,0.0069,0.0028,0,0.0003,0.0001,0.035,0.0085,0.0026,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2004,0.1875,0.2335,0.4003,0,0,0,0.0033,0.0702,0.0385,0,0,0,0.0017,0.0018,0.0006,0,0.0012,0.0003,0,0,0,0.0539,0.0073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2005,0.1957,0.2356,0.3865,0,0,0,0.0034,0.0709,0.039,0,0,0,0.0021,0.0021,0.0006,0,0.0015,0.0006,0,0,0,0.0533,0.0087,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2006,0.2001,0.2339,0.3751,0,0,0,0.0049,0.0745,0.0388,0,0,0,0.0023,0.0023,0.0006,0,0.0018,0.0009,0,0,0,0.0553,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2007,0.2018,0.2345,0.3681,0,0,0,0.0058,0.0776,0.0394,0,0,0,0.0026,0.0025,0.0004,0,0.0023,0.0011,0,0,0,0.0554,0.0086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2008,0.2046,0.2381,0.3545,0,0,0,0.0057,0.0798,0.0402,0,0,0,0.0029,0.0027,0.0004,0,0.0026,0.0013,0,0,0,0.0583,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2009,0.2106,0.2343,0.3479,0,0,0,0.0068,0.0818,0.0405,0,0,0,0.0034,0.0031,0.0004,0.0002,0.0031,0.0014,0,0,0,0.0573,0.0092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2010,0.2125,0.2333,0.3411,0,0,0,0.008,0.0834,0.0403,0,0,0,0.0038,0.0034,0.0004,0.0003,0.0035,0.0016,0,0,0,0.0592,0.0093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2011,0.2163,0.2323,0.3318,0,0,0,0.0084,0.0851,0.0394,0,0,0,0.0077,0.0035,0.0004,0.0003,0.004,0.0017,0,0.0001,0,0.0593,0.0096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2012,0.218,0.2324,0.3241,0,0,0,0.0087,0.0929,0.0386,0,0,0,0.0049,0.0036,0.0004,0.0003,0.0048,0.0021,0,0.0001,0,0.0591,0.0098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2013,0.2089,0.2186,0.3002,0.0148,0.0155,0.0213,0.0086,0.0889,0.0357,0.0006,0.0062,0.0025,0.0055,0.0038,0.0004,0.0004,0.0053,0.0023,0,0.0002,0,0.0472,0.0091,0.0034,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2014,0.2106,0.2205,0.2973,0.0153,0.0159,0.0214,0.0089,0.0912,0.0362,0.0006,0.0064,0.0026,0.0059,0.0038,0.0004,0.0004,0.0059,0.0025,0,0.0002,0,0.0417,0.0086,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa OPEC,2015,0.213,0.2198,0.2965,0.0159,0.0162,0.0217,0.0094,0.0942,0.0353,0.0007,0.0067,0.0026,0.0066,0.0039,0.0004,0.0005,0.0069,0.0028,0,0.0003,0.0001,0.035,0.0085,0.0026,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
