,Entity,Year,Fossil fuels (% equivalent primary energy),Transport_x,Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity)
2243,United States,2013,84.42266845703125,1646939941.40625,370940002.4414063,-417880004.8828125,136429992.67578125,209350006.1035156,438239990.234375,1701510009.765625,2388770019.53125,535270019.53125,320890014.6484375,50770000.45776367,119430000.30517578,7.134616374969482,68.18599700927734,12.303790092468262
2244,United States,2014,84.34583282470703,1639849975.5859375,370820007.3242188,-417890014.6484375,136100006.10351562,219360000.6103516,440619995.1171875,1694599975.5859375,2386489990.234375,552640014.6484375,348000000.0,48779998.77929688,120069999.69482422,7.262890815734863,67.78327178955078,12.662981033325195
2245,United States,2015,84.10907745361328,1700050048.828125,370070007.3242188,-416959991.4550781,135199996.9482422,221220001.22070312,437190002.4414063,1756630004.8828125,2243239990.234375,518710021.97265625,351160003.6621094,48740001.6784668,125639999.38964844,7.468742847442627,67.43492889404297,12.929488182067873
2246,United States,2016,83.24526977539062,1711219970.703125,381450012.2070313,-230360000.6103516,131029998.77929688,222020004.2724609,442309997.55859375,1768760009.765625,2154189941.40625,501940002.4414063,325649993.8964844,46849998.47412109,138119995.1171875,8.285085678100586,65.64685821533203,14.517130851745604
2247,United States,2017,82.53713989257812,1724020019.53125,380869995.1171875,-229160003.66210935,132130004.8828125,227960006.7138672,432700012.2070313,1781510009.765625,2072959960.9375,503029998.7792969,341570007.32421875,46029998.77929688,149619995.1171875,9.082049369812012,63.38186264038086,16.60730743408203
2248,United States,2018,82.97566223144531,1762239990.234375,383989990.234375,-229270004.2724609,133240005.49316406,231669998.1689453,457690002.4414063,1820880004.8828125,2105010009.765625,556969970.703125,385260009.765625,46909999.84741211,140919998.1689453,8.96493911743164,64.04270935058594,16.61152458190918
2249,United States,2019,82.5740966796875,1757349975.5859375,381829986.5722656,-230210006.7138672,134350006.10351562,238669998.1689453,442600006.1035156,1815660034.1796875,1965560058.59375,557570007.3242188,425070007.3242188,39900001.525878906,150169998.1689453,9.315262794494627,62.93185806274414,17.436079025268555
2250,Upper-middle-income countries,1990,90.95464324951172,844450012.2070312,1857309936.5234373,755429992.6757812,458570007.3242188,254919998.1689453,1496119995.1171875,866429992.6757812,2854140136.71875,974910034.1796876,946859985.3515624,364690002.4414063,91189994.81201172,7.177408218383789,63.27665328979492,23.8431339263916
2251,Upper-middle-income countries,1991,90.87621307373048,848190002.4414062,1852040039.0625,755429992.6757812,466410003.6621094,269450012.20703125,1477219970.703125,870289978.0273438,2948439941.40625,953320007.3242188,879830017.0898438,356449981.6894531,85080001.83105469,7.235814094543457,64.36415100097656,23.7298583984375
2252,Upper-middle-income countries,1992,90.76396942138672,852549987.7929688,1827630004.8828125,755079956.0546875,471910003.6621094,314140014.6484375,1442300048.828125,874859985.3515625,3013959960.9375,853450012.2070312,901460021.9726562,312240020.7519531,93419998.16894533,7.39420747756958,64.21212005615234,24.1186466217041
2253,Upper-middle-income countries,1993,90.16429138183594,837599975.5859375,1803369995.1171875,755079956.0546875,483910003.6621094,325230010.9863281,1448180053.7109375,859669982.9101562,3027300048.828125,869320007.3242188,915599975.5859376,330089996.3378906,89409996.03271484,7.973220825195312,62.89316940307617,25.682308197021484
2254,Upper-middle-income countries,1994,89.88253021240234,806369995.1171875,1809489990.234375,755059997.5585938,491490020.7519531,344149993.8964844,1461670043.9453125,827340026.8554688,3037030029.296875,814489990.234375,921280029.296875,300809997.5585937,94029998.77929688,8.289979934692383,63.19392776489258,26.06173515319824
2255,Upper-middle-income countries,1995,89.25203704833984,827320007.3242188,1845930053.7109373,755369995.1171875,488809997.55859375,373959991.4550781,1687780029.296875,848989990.234375,3077610107.421875,823149963.3789062,949339965.8203124,299170013.4277344,96930000.30517578,8.832221031188965,62.626861572265625,26.829639434814453
2256,Upper-middle-income countries,1996,89.40631866455078,897200012.2070312,1849829956.0546875,770280029.296875,485709991.4550781,391880004.8828125,1586679931.640625,920330017.0898438,3271500000.0,756289978.0273438,956549987.7929688,223189987.1826172,100540000.91552734,8.575066566467285,63.78574752807617,25.660160064697266
2257,Upper-middle-income countries,1997,89.06597137451172,873609985.3515625,1770979980.46875,763869995.1171875,482070007.3242188,415959991.4550781,1575260009.765625,896690002.4414062,3241459960.9375,796950012.2070312,946850036.6210938,272209991.4550781,99800003.0517578,8.838726043701172,63.91844940185547,25.612276077270508
2258,Upper-middle-income countries,1998,88.95840454101562,898929992.6757812,1786170043.9453125,825449951.171875,477910003.6621094,432779998.7792969,1616769897.4609375,922349975.5859376,3329110107.421875,724669982.9101562,978640014.6484376,266410003.66210935,103769996.6430664,9.016420364379885,64.3863525390625,25.670503616333008
2259,Upper-middle-income countries,1999,88.93828582763672,915929992.6757812,1793299926.7578125,777999938.9648438,477070007.3242188,463929992.6757813,1445449951.171875,939469970.703125,3315939941.40625,746909973.1445312,1000289978.0273438,272589996.3378906,109389999.38964844,8.883931159973145,65.29730987548828,24.771753311157227
2260,Upper-middle-income countries,2000,88.72952270507812,1012260009.765625,1782530029.296875,756530029.296875,475670013.4277344,500529998.7792969,1516869995.1171875,1038790039.0625,3544859863.28125,718539978.0273438,1050390014.6484376,210789993.2861328,114020004.27246094,9.06906509399414,65.52239227294922,24.503904342651367
2261,Upper-middle-income countries,2001,88.70147705078125,1037020019.53125,1799029907.2265625,269520080.56640625,470959991.4550781,541080017.0898438,1549979980.46875,1064040039.0625,3687949951.171875,718250000.0,1071130004.8828124,214619995.1171875,117110000.61035156,9.044001579284668,65.494140625,24.25814247131348
2262,Upper-middle-income countries,2002,88.77931213378906,1072719970.703125,1838719970.703125,287110015.8691406,471260009.765625,585190002.4414062,1606280029.296875,1100880004.8828125,3886939941.40625,711359985.3515625,1090150024.4140625,223190002.44140625,121150001.5258789,8.917043685913086,66.29350280761719,23.66502571105957
2263,Upper-middle-income countries,2003,89.50105285644531,1129050048.828125,1851589965.8203125,293529998.7792969,471869995.1171875,650640014.6484375,1750630004.8828125,1158619995.1171875,4310739746.09375,745479980.46875,1192910034.1796875,248110000.6103516,123480003.3569336,8.187703132629395,68.14612579345703,21.91883659362793
2264,Upper-middle-income countries,2004,89.54512786865234,1242619995.1171875,1886930053.7109373,304220001.2207031,470470001.2207031,721580017.0898438,2151750000.0,1275020019.53125,4537439941.40625,791919982.9101562,1271559936.5234375,264830017.08984372,134759994.50683594,8.345792770385742,68.1188735961914,22.642135620117188
2265,Upper-middle-income countries,2005,89.78422546386719,1285599975.5859375,1904239990.234375,304919982.91015625,469239990.234375,785369995.1171875,2609969970.703125,1319359985.3515625,4742580078.125,806109985.3515625,1357930053.7109375,273489990.234375,143880004.8828125,8.201272964477539,68.89601135253906,22.284252166748047
2266,Upper-middle-income countries,2006,89.92477416992188,1352339965.8203125,1903449951.171875,284250030.5175781,486660003.6621094,882809997.5585938,2765000000.0,1387609985.3515625,5185049804.6875,835950012.2070312,1381640014.6484375,285279998.7792969,152130004.8828125,8.114150047302246,69.86854553222656,21.66180229187012
2267,Upper-middle-income countries,2007,89.98847961425781,1421459960.9375,1917440063.4765625,303589996.3378906,502190002.4414063,959339965.8203124,2986310058.59375,1458479980.46875,5466370117.1875,864929992.6757812,1432099975.5859375,300929992.67578125,157970001.22070312,8.058006286621094,71.0711898803711,20.967308044433597
2268,Upper-middle-income countries,2008,89.19788360595703,1494119995.1171875,1931699951.171875,293779998.7792969,517039978.02734375,998590026.8554688,3131820068.359375,1533949951.171875,5578560058.59375,886289978.0273438,1442550048.828125,293260009.765625,168600006.10351562,8.72852611541748,69.51891326904297,22.47951316833496
2269,Upper-middle-income countries,2009,89.20855712890625,1477890014.6484375,1922250000.0,302359985.3515625,531130004.8828125,1072380004.8828124,3268399902.34375,1517849975.5859375,5686750000.0,863970031.7382812,1432660034.1796875,292669982.91015625,162020004.27246094,8.69750690460205,69.89456176757812,22.26692008972168
2270,Upper-middle-income countries,2010,88.85563659667969,1584479980.46875,1966489990.234375,309230041.50390625,547799987.7929688,1165650024.4140625,3560089843.75,1627209960.9375,6245660156.25,872459960.9375,1492320068.359375,303040008.5449219,185039993.2861328,9.102672576904297,69.7939453125,22.60236549377441
2271,Upper-middle-income countries,2011,89.2656478881836,1676910034.1796875,1965300048.828125,-1230080078.125,562160034.1796875,1270500000.0,3750989990.234375,1722099975.5859375,6816970214.84375,909369995.1171876,1532910034.1796875,312360015.8691406,196660003.66210935,8.733963966369629,71.22930145263672,21.42043876647949
2272,Upper-middle-income countries,2012,88.58732604980469,1772010009.765625,1959679931.640625,-1227150024.4140625,575229980.46875,1319479980.46875,3828669921.875,1819790039.0625,6988590332.03125,915570007.3242188,1572920043.9453125,323040008.5449219,193979995.72753903,9.41079044342041,69.79842376708984,22.950647354125977
2273,Upper-middle-income countries,2013,88.2799301147461,1861180053.7109373,1950950073.2421875,-1234960083.0078125,580470031.7382812,1398260009.765625,3867530029.296875,1911939941.40625,7280580078.125,925599975.5859376,1579780029.296875,336050018.3105469,204160003.66210935,9.651473999023438,69.95643615722656,22.878049850463867
2274,Upper-middle-income countries,2014,87.53646850585938,1903750000.0,1953969970.703125,-1210889892.578125,602630004.8828125,1467380004.8828125,3864190185.546875,1955770019.53125,7181170410.15625,955559997.5585938,1577320068.359375,334660003.6621094,240879989.62402344,10.283713340759276,68.76472473144531,23.829219818115234
2275,Upper-middle-income countries,2015,86.7903060913086,1966180053.7109373,1951849975.5859373,-1225469970.703125,624029968.2617188,1435599975.5859375,3775890136.71875,2020359985.3515625,7034009765.625,995740051.2695312,1583170043.9453125,334229980.46875,249130004.8828125,10.774709701538086,66.81783294677734,25.13000869750977
2276,Upper-middle-income countries,2016,85.98760986328125,2010549926.7578125,1973900024.4140625,-445720031.7382813,635960021.9726562,1482869995.1171875,3627469970.703125,2065929931.640625,7102580078.125,1012320007.3242188,1564239990.234375,326350006.1035156,242360000.6103516,11.453042030334473,65.3370361328125,26.24655532836914
2277,Upper-middle-income countries,2017,85.45487213134766,2067899902.34375,1986429931.640625,-451859985.3515625,647359985.3515625,1520609985.3515625,3497080078.125,2124889892.578125,7434830078.125,1063760009.765625,1598859985.3515625,323570007.32421875,255839996.33789065,11.880961418151855,65.02753448486328,26.618558883666992
2278,Upper-middle-income countries,2018,84.74195861816406,2106699951.171875,1950890014.6484373,-452970001.2207031,658859985.3515625,1577880004.8828125,3547729980.46875,2165100097.65625,7805620117.1875,1048049926.7578124,1671530029.296875,301250000.0,264369995.1171875,12.425097465515137,64.3780517578125,27.18548011779785
2279,Upper-middle-income countries,2019,83.8565902709961,2117850097.65625,1958679931.640625,-443160003.6621094,670339965.8203125,1636340087.890625,3567320068.359375,2177820068.359375,8024450195.3125,1028339965.8203124,1725359985.3515625,286760009.765625,264359985.3515625,13.105094909667969,62.903900146484375,28.38949966430664
2280,Uzbekistan,2000,97.10045623779295,13489999.771118164,17319999.69482422,-730000.0190734863,5269999.980926514,3109999.895095825,16909999.84741211,13779999.732971191,43490001.6784668,43860000.61035156,26829999.92370605,2450000.047683716,0.0,2.899540662765503,82.1739501953125,12.544811248779297
2281,Uzbekistan,2001,97.06140899658205,13890000.343322754,17149999.618530273,-11609999.656677246,5309999.942779541,3420000.0762939453,17040000.915527344,14189999.5803833,43150001.525878906,44650001.525878906,28850000.381469727,2059999.942779541,0.0,2.9385921955108643,81.42031860351562,12.545610427856444
2282,Uzbekistan,2002,97.07239532470705,13399999.618530272,17510000.228881836,-11609999.656677246,5380000.114440918,3430000.066757202,17819999.69482422,13689999.5803833,43310001.373291016,46819999.69482422,31920000.076293945,2299999.952316284,0.0,2.927602529525757,82.2348403930664,12.545122146606444
2283,Uzbekistan,2003,96.33033752441406,12170000.076293943,18069999.69482422,-11609999.656677246,5409999.847412109,3650000.095367432,17010000.228881836,12430000.30517578,40279998.77929688,44959999.084472656,30450000.762939453,1779999.9713897705,0.0,3.66965913772583,80.61354064941406,14.68753719329834
2284,Uzbekistan,2004,96.68038177490234,12170000.076293943,18290000.915527344,-11609999.656677246,5429999.828338623,4139999.866485596,16959999.084472656,12439999.5803833,43250000.0,44970001.220703125,30440000.534057617,1820000.0524520876,0.0,3.3196120262146,77.45945739746094,13.07111644744873
2285,Uzbekistan,2005,96.50051879882812,12210000.038146973,19409999.84741211,-11609999.656677246,5460000.038146973,4409999.847412109,16200000.762939451,12470000.267028809,39180000.30517578,42919998.16894531,30659999.84741211,1870000.004768372,0.0,3.499483585357666,80.05929565429688,14.436296463012695
2286,Uzbekistan,2006,96.84071350097656,12930000.30517578,20430000.30517578,-11609999.656677246,5579999.923706055,4650000.095367432,16889999.389648438,13220000.267028809,43750000.0,44549999.23706055,32229999.542236328,2019999.9809265137,0.0,3.159280776977539,79.49527740478516,11.847779273986816
2287,Uzbekistan,2007,96.76446533203124,12909999.84741211,21340000.15258789,-11609999.656677246,5699999.809265137,5010000.228881836,16379999.160766602,13199999.809265137,42389999.38964844,42830001.83105469,29909999.84741211,2000000.0,0.0,3.23553466796875,81.57787322998047,13.168912887573242
2288,Uzbekistan,2008,97.67101287841795,12779999.732971191,22409999.84741211,-11609999.656677246,5820000.171661377,5440000.057220459,17030000.686645508,13060000.4196167,44930000.30517578,44659999.84741211,32619998.93188477,2089999.9141693115,0.0,2.328987836837769,71.2657241821289,8.74061393737793
